ID,sex,x,y,ws,dir,lod
30,M,-44.38596,-48.14748,9.845585315,14.89109139,L
30,M,-44.37837,-48.15236,9.845585315,15.66545931,L
30,M,-44.36970042,-48.15778463,10.23792491,19.53279494,L
30,M,-44.36121,-48.16265,10.23792491,22.40464751,L
30,M,-44.3522,-48.16731,10.23792491,122.8621498,L
30,M,-44.35071923,-48.16538692,10.7589601,126.447345,L
30,M,-44.38729145,-48.1619421,10.7589601,31.39776318,L
30,M,-44.38759324,-48.16585841,11.43447799,2.915681564,L
30,M,-44.38385962,-48.17019,11.43447799,109.0817588,L
30,M,-44.40712362,-48.172366,11.6920704,63.45241919,L
30,M,-44.41150371,-48.17605043,11.6920704,83.1389546,L
30,M,-44.45035669,-48.1921668,11.6920704,97.23052338,L
30,M,-44.50360853,-48.20353808,11.60091465,139.3822815,L
30,M,-44.49475915,-48.18648031,11.60091465,81.55568346,L
30,M,-44.40526557,-48.17258084,11.46824068,50.28475611,L
30,M,-44.43253506,-48.20564869,11.46824068,73.81357258,L
30,M,-44.42018164,-48.20489138,11.46824068,88.03868215,L
30,M,-44.46102609,-48.21668685,11.76230631,82.33343613,L
30,M,-44.65418242,-48.28594302,11.7857789,70.68188563,L
30,M,-44.67714002,-48.29921084,11.92895701,71.21220639,L
30,M,-44.71913886,-48.33413741,11.92895701,76.67718008,L
30,M,-44.87288,-48.4393,11.8905985,77.47204048,L
30,M,-45.14862,-48.62905,12.1597975,74.53228327,L
30,M,-45.40066826,-48.82444229,12.99303259,64.82783797,L
30,M,-45.56828764,-49.03717761,13.46349529,73.73185165,D
30,M,-45.60569881,-49.10419452,13.46349529,47.20930523,D
30,M,-45.60381982,-49.11519938,11.08730843,51.62737697,D
30,M,-45.59943506,-49.12077376,11.08730843,40.1330266,D
30,M,-45.59507005,-49.12433669,11.08730843,19.03706705,D
30,M,-45.59075082,-49.12598002,9.395843879,79.26111277,D
30,M,-45.58822001,-49.12790346,9.395843879,162.2594287,D
30,M,-45.64754469,-49.13639706,8.70245578,156.9067881,D
30,M,-45.74810439,-49.17342398,8.609119734,156.808587,D
30,M,-45.86742225,-49.22372437,8.78350212,157.5163061,D
30,M,-45.98655189,-49.28259272,9.068181453,177.7545512,D
30,M,-46.05790986,-49.37868541,9.934363891,99.00054475,D
30,M,-46.15938566,-49.3570447,10.37722622,71.73837197,D
30,M,-46.27951079,-49.29762507,9.945457084,85.20558816,D
30,M,-46.51026212,-49.22964718,9.947608662,76.0023533,D
30,M,-46.76573816,-49.13663963,9.814440521,77.34698575,D
30,M,-47.04289914,-49.04660967,9.699282379,77.20407874,D
30,M,-47.33173174,-48.9577925,9.137702189,66.23240026,D
30,M,-47.48529536,-48.89812517,9.001144504,61.48691587,L
30,M,-47.7538228,-48.779316,8.603775121,69.08822357,L
30,M,-48.06791386,-48.68894103,8.529911316,76.33846836,L
30,M,-48.33532345,-48.64077682,7.867251209,76.8485585,L
30,M,-48.57779865,-48.60864064,7.673786421,85.50557811,L
30,M,-48.7582185,-48.60470758,7.487174831,81.86783686,L
30,M,-48.88547355,-48.59790155,7.336193612,78.55836361,L
30,M,-48.98249326,-48.59282742,7.150261707,85.4850916,L
30,M,-49.11782035,-48.59779634,6.894472326,88.47248753,L
30,M,-49.30635365,-48.61665261,6.714655201,87.39650831,L
30,M,-49.5139573,-48.6374794,6.714655201,63.85956561,L
30,M,-49.74567031,-48.5964842,5.951726669,58.76957611,L
30,M,-49.95696867,-48.55648267,5.776007098,82.40260368,L
30,M,-50.16257525,-48.57872888,5.077633991,75.61721682,L
30,M,-50.37799037,-48.59077207,4.905637642,77.46297419,L
30,M,-50.6049741,-48.61157363,4.153487734,79.86357052,L
30,M,-50.83252076,-48.64399235,4.017240925,79.3632417,L
30,M,-51.04096763,-48.67412467,4.017240925,77.56607354,L
30,M,-51.26706389,-48.70188421,3.356546357,74.56535815,L
30,M,-51.49178105,-48.72918173,3.045060552,87.68419548,L
30,M,-51.60920407,-48.74347193,2.864018994,90.70477796,L
30,M,-51.63934942,-48.74600912,2.864018994,79.1939103,L
30,M,-51.6272138,-48.74349861,2.864018994,75.41458118,L
30,M,-51.6159074,-48.74060581,2.670285523,71.84962862,L
30,M,-51.60448822,-48.73779782,2.670285523,75.14850623,L
30,M,-51.59272138,-48.73540409,2.535030875,76.91204953,L
30,M,-51.58017001,-48.73314977,2.535030875,74.7331445,L
30,M,-51.56635,-48.73029,2.257289885,76.72805823,L
30,M,-51.55484976,-48.72858902,2.257289885,78.57019638,L
30,M,-51.54300713,-48.72710002,2.488696265,100.3898738,L
30,M,-51.53086972,-48.72581006,2.545041356,105.3226624,L
30,M,-51.51811289,-48.7253105,2.545041356,99.40601763,L
30,M,-51.50475561,-48.72386264,2.48357595,95.6867567,L
30,M,-51.49081158,-48.72175185,2.48357595,97.8406213,L
30,M,-51.47652613,-48.71996019,2.48357595,87.78813695,L
30,M,-51.50677829,-48.72583038,2.636168045,78.47577879,L
30,M,-51.68643909,-48.75595314,2.243287039,89.80769696,L
30,M,-51.90381244,-48.7730058,0.887612968,55.65063539,L
30,M,-52.12345428,-48.7560604,0.848286428,29.27540003,L
30,M,-52.3403952,-48.67242358,1.300899077,27.42986607,L
30,M,-52.56023504,-48.60543512,1.300899077,20.43658149,L
30,M,-52.77787825,-48.55935622,1.381610853,18.47329957,D
30,M,-52.96466849,-48.51769499,1.111666254,58.06372112,D
30,M,-53.03058962,-48.50557028,1.111666254,26.65924175,D
30,M,-53.03211138,-48.50824264,1.047633609,12.38344397,D
30,M,-53.025257,-48.5112535,1.047633609,4.538261418,D
30,M,-53.01882796,-48.51500789,1.047633609,3.44598682,D
30,M,-53.0132357,-48.51932697,2.186657175,39.02061073,D
30,M,-53.0076288,-48.52413501,2.186657175,42.73870291,D
30,M,-53.0020917,-48.52957834,3.047674775,56.98787,D
30,M,-52.9969446,-48.53497459,3.047674775,60.58999216,D
30,M,-52.99191377,-48.54106375,3.511037926,70.0517117,D
30,M,-52.98650087,-48.54717501,3.511037926,69.95611601,D
30,M,-52.98093806,-48.55343081,3.511037926,65.92587673,D
30,M,-52.97494227,-48.55920334,3.735272832,66.38160569,D
30,M,-52.96984682,-48.56441227,3.735272832,147.6412301,D
30,M,-52.98384026,-48.56047186,4.379682106,142.674714,D
30,M,-53.09280514,-48.51727932,4.379682106,155.7456366,D
30,M,-53.26783235,-48.47996069,4.304631681,168.856078,L
30,M,-53.45865797,-48.47272762,4.839652941,173.678088,L
30,M,-53.64241699,-48.47645769,4.798845575,168.175607,L
30,M,-53.82721637,-48.46586167,4.866161181,174.023103,L
30,M,-54.00436567,-48.4885158,4.866161181,166.5983563,L
30,M,-54.09533934,-48.47952133,4.376087112,179.0178361,L
30,M,-54.20349901,-48.46498759,4.376087112,159.7393617,L
30,M,-54.38153612,-48.4812626,4.48679558,128.0726282,L
30,M,-54.55216816,-48.56334453,5.378840832,131.364018,L
30,M,-54.727099,-48.6504279,5.467821818,124.347439,L
30,M,-54.89551975,-48.75102069,6.957734753,115.8299876,L
30,M,-55.0507012,-48.86298408,6.931314592,106.6374296,L
30,M,-55.17690951,-48.98729846,6.931314592,90.04485854,L
30,M,-55.25157073,-49.14606972,7.109535217,91.07799957,L
30,M,-55.32475,-49.30883,7.103778082,87.22685262,L
30,M,-55.36158864,-49.41073682,7.213151788,43.51371623,L
30,M,-55.35840668,-49.41368334,7.213151788,88.98521637,L
30,M,-55.3668145,-49.44383823,6.905911753,94.23896435,L
30,M,-55.42081629,-49.59651889,6.905911753,93.28940967,L
30,M,-55.47657125,-49.76645481,6.908203441,95.83662885,L
30,M,-55.52562731,-49.90934969,6.223098629,98.15503835,L
30,M,-55.58543506,-50.06361978,4.666009301,106.9630656,L
30,M,-55.6442934,-50.18172195,4.202114948,92.53009959,L
30,M,-55.6544279,-50.21470762,4.202114948,69.23146992,L
30,M,-55.64763207,-50.20696428,4.202114948,72.96053926,L
30,M,-55.64180112,-50.19917393,4.408354174,91.07728243,L
30,M,-55.63765958,-50.19143319,4.408354174,97.02404872,L
30,M,-55.63486603,-50.18367001,5.415710498,110.4391733,L
30,M,-55.63334435,-50.1759464,5.415710498,118.5884581,L
30,M,-55.633536,-50.1684296,6.732058955,132.232408,L
30,M,-55.63617348,-50.16097808,6.732058955,135.4569542,L
30,M,-55.63955803,-50.1534116,6.732058955,145.0502106,L
30,M,-55.64422204,-50.14716401,7.887338299,146.8573016,L
30,M,-55.64975696,-50.14084933,7.887338299,161.2098388,L
30,M,-55.65684316,-50.13609071,7.854547102,164.1213759,L
30,M,-55.66313351,-50.13247233,7.854547102,172.6538395,L
30,M,-55.67103004,-50.1307639,7.854547102,56.11053528,L
30,M,-55.66584731,-50.15462521,8.477008975,83.70585002,L
30,M,-55.74982,-50.31391,8.307921703,73.72537865,L
30,M,-55.77729433,-50.4313932,8.429073146,76.4199911,L
30,M,-55.78040568,-50.44405843,8.429073146,58.45745485,L
30,M,-55.77951306,-50.44763794,8.623837167,37.12524789,D
30,M,-55.77582038,-50.45125774,8.623837167,24.32800351,D
30,M,-55.77051401,-50.45454353,8.623837167,12.00903488,D
30,M,-55.76300595,-50.4575159,8.854436332,12.45599896,D
30,M,-55.75462261,-50.46026384,8.854436332,15.43992249,D
30,M,-55.74662678,-50.46323006,8.821833255,25.09419964,D
30,M,-55.73878845,-50.46650256,8.821833255,4.062450091,D
30,M,-55.72855003,-50.46791013,8.821833255,0.891826865,D
30,M,-55.718694,-50.46890479,8.596321147,8.617195416,D
30,M,-55.70968338,-50.47001343,8.596321147,2.653692406,D
30,M,-55.69971163,-50.46997347,8.115190746,13.19514263,D
30,M,-55.69026783,-50.4684782,8.115190746,19.77301945,D
30,M,-55.68144403,-50.46637138,7.628668725,32.10456975,D
30,M,-55.67321582,-50.46364892,7.628668725,39.52813841,D
30,M,-55.66557635,-50.46025661,7.628668725,46.80180797,D
30,M,-55.65789492,-50.45582612,7.519990422,62.62390429,D
30,M,-55.65026687,-50.45047052,7.519990422,70.61550039,D
30,M,-55.64446219,-50.44503526,7.901788435,74.75778741,L
30,M,-55.66066758,-50.53551221,8.125261413,78.39049222,L
30,M,-55.70076291,-50.70997236,8.125261413,78.30161778,L
30,M,-55.74500592,-50.90378155,9.200341691,74.52436571,L
30,M,-55.7815512,-51.09987017,9.200341691,89.34410809,L
30,M,-55.85484937,-51.21663731,9.559212587,83.46296172,L
30,M,-55.93470851,-51.36313482,9.629386967,75.58016162,L
30,M,-55.98861633,-51.55373558,9.792679674,75.11192984,L
30,M,-56.03074791,-51.74882173,9.676398614,71.83655971,L
30,M,-56.0549582,-51.95639163,9.676398614,71.03233598,L
30,M,-56.07368423,-52.15509277,10.37887597,72.61556747,L
30,M,-56.08249605,-52.37108988,10.76798975,65.37268211,L
30,M,-56.03254214,-52.5884341,10.84668976,73.26333325,L
30,M,-55.97653222,-52.80448719,10.84550866,69.83093579,L
30,M,-55.89195003,-52.99191609,10.67890669,72.24689204,L
30,M,-55.80709966,-53.17934297,10.52238619,73.53274738,L
30,M,-55.74938152,-53.28416202,10.14938195,75.17840342,L
30,M,-55.69266079,-53.38553275,9.564464761,71.71174251,L
30,M,-55.67059431,-53.41572408,9.564464761,38.75945951,L
30,M,-55.66488115,-53.41242082,9.382868898,37.21457641,L
30,M,-55.65919218,-53.40908159,9.382868898,53.67613402,L
30,M,-55.64379927,-53.41873775,9.382868898,69.60437484,L
30,M,-55.5892215,-53.48081734,9.014864062,71.02948023,L
30,M,-55.54514714,-53.53014827,9.190125378,48.58885841,L
30,M,-55.54353297,-53.52853958,8.752836968,53.08126608,L
30,M,-55.54209668,-53.52691809,8.752836968,58.81026912,L
30,M,-55.54097646,-53.52527386,8.752836968,88.46147677,L
30,M,-55.52785731,-53.56687566,8.398640158,85.86925476,L
30,M,-55.4839072,-53.71968589,8.398640158,86.25003146,L
30,M,-55.44166515,-53.87212753,8.114147799,87.93096818,L
30,M,-55.43973,-54.01556,8.114147799,120.4136279,L
30,M,-55.54825387,-54.11743428,8.411220317,117.7007454,L
30,M,-55.64946107,-54.19617649,8.789356564,148.7815784,L
30,M,-55.73006558,-54.21585902,8.789356564,66.95557715,L
30,M,-55.72590602,-54.21189845,9.244709887,23.86355345,L
30,M,-55.6497166,-54.20204821,9.244709887,15.54014442,L
30,M,-55.59867967,-54.21727592,9.895377534,38.08948215,L
30,M,-55.58868463,-54.22436231,9.895377534,119.3255286,L
30,M,-55.59945742,-54.23145424,9.895377534,124.8886724,L
30,M,-55.61257507,-54.23856176,10.5548732,127.02056,L
30,M,-55.62409601,-54.24438513,10.5548732,133.620258,L
30,M,-55.63541889,-54.24889061,10.92697864,133.9949493,L
30,M,-55.65012,-54.25459,10.92697864,130.0859757,D
30,M,-55.66327,-54.26048,11.33992628,128.1188059,D
30,M,-55.67544489,-54.26634299,11.33992628,131.4307836,D
30,M,-55.68731933,-54.27141681,11.33992628,136.1706915,D
30,M,-55.70119708,-54.27637233,11.41329035,131.130723,D
30,M,-55.70714357,-54.27925241,11.41329035,113.5668987,D
30,M,-55.71368664,-54.28518775,11.31002035,149.438593,D
30,M,-55.7294409,-54.2897446,11.31002035,138.7870864,D
30,M,-55.73663588,-54.29291202,11.31002035,151.259252,D
30,M,-55.74810795,-54.29596861,11.35986427,170.3567048,D
30,M,-55.75626997,-54.29672001,11.35986427,20.77435592,D
30,M,-55.75170695,-54.29776965,11.17683749,87.89488356,D
30,M,-55.75025211,-54.3191171,11.17683749,26.78004212,D
30,M,-55.67007632,-54.2952393,10.72216088,45.12789099,D
30,M,-55.61009593,-54.25823656,10.72216088,143.1973396,D
30,M,-55.69203419,-54.29587243,10.72216088,175.0463523,L
30,M,-55.77109594,-54.30096136,10.49870205,95.89188003,L
30,M,-55.79632678,-54.20695356,10.49870205,128.2446047,L
30,M,-55.85677487,-54.16655559,10.98009488,153.2960933,L
30,M,-55.94114332,-54.14737166,11.33315829,151.1068962,L
30,M,-56.00897895,-54.13038004,11.33315829,82.18458299,L
30,M,-56.00167559,-54.1480566,12.17325469,158.8183615,L
30,M,-56.01490636,-54.1534381,12.17325469,160.9531598,L
30,M,-56.02907339,-54.15875237,11.85181065,165.1610504,L
30,M,-56.04361739,-54.16406435,11.85181065,163.0201197,L
30,M,-56.05782012,-54.16969354,11.47432593,171.8883517,L
30,M,-56.06996001,-54.17425402,11.47432593,175.0133156,L
30,M,-56.07710106,-54.17574041,11.47432593,166.4502892,L
30,M,-56.09555151,-54.18421639,11.36748445,172.1920184,L
